Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Colombia,COL,..,..,..,..,..,..,..,..,..,..,16.21,22.71,..,..,..,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,22.3,..,..,..,25.46,..,..,..
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Stillbirth rate (per 1,000 total births)",SH.DYN.STLB,Argentina,ARG,..,..,..,7.8,7.6,7.3,6.9,6.2,5.8,5.6,5.2,5.1,5.2,5.3,5.3,4.9,4.5,4.3
"Stillbirth rate (per 1,000 total births)",SH.DYN.STLB,Colombia,COL,..,..,..,9.3,9.1,9,9,8.9,8.9,8.9,8.1,7.9,7.7,7.6,7.5,7.4,7.3,7.1
"Stillbirth rate (per 1,000 total births)",SH.DYN.STLB,Costa Rica,CRI,..,..,..,5,4.9,4.9,4.9,5,5.1,5.1,4.8,4.7,4.6,4.5,4.4,4.4,4.3,4.2
"Stillbirth rate (per 1,000 total births)",SH.DYN.STLB,Bolivia,BOL,..,..,..,15.6,15.3,15,14.8,14.6,14.4,14,10.5,10.1,9.8,9.5,9.3,9.1,8.9,8.8
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Argentina,ARG,..,..,..,9.1,10.3,10.2,9.7,8.7,8.6,8.6,9.3,8.3,8.3,8.9,9.2,8.4,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Colombia,COL,..,..,..,5,4.9,4.7,4.6,4.5,4.1,4.1,3.8,4.1,4.2,4.7,4,3.9,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Costa Rica,CRI,..,..,..,6.4,5.2,7,7.9,8.1,6.6,8.4,5.6,6.7,7.7,6.1,7.2,8.1,..,..
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,Bolivia,BOL,..,..,..,6.9,6.6,6.6,6.4,6.3,6.3,5.9,6.2,6.4,6.6,6.4,6.3,6.2,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Argentina,ARG,..,..,..,3.4,4,4.2,3.8,3.6,3.6,3.3,3.7,3.3,3.1,3.5,3.6,3.3,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Colombia,COL,..,..,..,2.6,2.5,2.4,2.5,2.2,2,1.9,1.4,1.9,1.6,1.9,1.7,1.8,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Costa Rica,CRI,..,..,..,1.5,1.5,2,2.6,2.3,2,2.8,1.9,2.3,2.3,2.3,2.2,2,..,..
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,Bolivia,BOL,..,..,..,4.7,4.5,4.6,4.5,4.4,4.5,4.2,4.4,4.4,4.5,4.3,4.2,4.1,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Argentina,ARG,..,..,..,15.2,16.9,16.6,15.9,14.2,13.9,14.2,15.1,13.6,13.7,14.5,15.1,13.7,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Colombia,COL,..,..,..,7.5,7.5,7.1,6.7,6.8,6.4,6.4,6.2,6.5,6.9,7.6,6.4,6.1,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Costa Rica,CRI,..,..,..,11.3,8.9,11.9,13,13.9,11.1,14.1,9.4,11.2,13,9.9,12.2,14.1,..,..
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,Bolivia,BOL,..,..,..,9,8.7,8.5,8.4,8.1,8,7.6,8,8.3,8.8,8.5,8.4,8.4,..,..
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,Argentina,ARG,81.265689,83.105755,83.346809,83.594111,84.005251,84.557491,83.555312,84.54694,85.035419,85.245892,87.020073,87.294176,86.855301,87.388787,87.744382,88.20058,85.499563,85.105289
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,Colombia,COL,78.778714,82.004772,82.253617,82.877181,83.132961,83.709789,84.203444,84.621934,85.047851,85.482208,87.693704,87.767944,87.830218,87.824651,87.895772,87.916228,85.747833,82.22291
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,Costa Rica,CRI,87.642119,88.437181,88.954907,89.264103,89.123646,89.604109,89.641933,89.851981,90.065686,90.240814,90.128151,90.421252,90.822178,90.612662,90.956925,90.916154,91.045333,88.823757
"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,Bolivia,BOL,57.061672,64.764144,65.766311,66.48655,67.408164,68.307921,68.910645,69.164547,69.808714,70.49236,74.453173,74.616751,75.260692,75.356707,75.3157,75.399509,68.860077,66.245486
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,Argentina,ARG,69.158979,71.828462,72.273863,72.570527,72.83991,72.813219,72.931453,74.178875,74.448597,75.089476,77.340021,77.188329,76.650249,77.726762,77.969309,78.412194,76.217396,76.225132
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,Colombia,COL,63.048022,67.111348,67.476665,68.251744,68.699152,69.720699,70.794208,71.588112,72.492996,73.286634,78.556116,78.846498,79.051767,79.223905,79.186051,79.119719,75.072249,69.560862
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,Costa Rica,CRI,81.820094,81.945404,81.931465,82.63943,82.613531,83.064908,83.143869,83.428735,83.496011,83.169808,82.380723,82.756726,83.198071,83.312333,83.278961,83.407979,83.51001,80.131838
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,Bolivia,BOL,50.262919,56.258444,56.708464,57.247111,57.748214,58.198222,58.358229,59.024264,59.45103,59.972703,62.72478,62.988572,63.570041,63.622133,63.624849,63.746767,51.991386,49.638002
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,Colombia,COL,12.8,..,..,19.1,..,..,..,..,20.5,..,..,17.4,..,..,..,..,..,..
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,Bolivia,BOL,..,13.7,..,..,..,..,15.7,..,..,..,..,..,..,..,..,..,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Argentina,ARG,..,..,..,6.72978,..,..,..,..,6.16791,..,..,8.5713,..,..,..,8.03999,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Colombia,COL,..,..,..,5.33948,..,..,..,..,5.22725,..,..,5.01742,..,..,..,4.91572,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Costa Rica,CRI,..,..,..,4.61119,..,..,..,..,4.5435,..,..,3.50244,..,..,..,3.45249,..,..
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,Bolivia,BOL,..,..,..,3.13691,..,..,..,..,3.81242,..,..,4.30981,..,..,..,4.09584,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Argentina,ARG,..,..,..,3.12012,..,..,..,..,2.84923,..,..,3.96869,..,..,..,3.71312,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Colombia,COL,..,..,..,2.11661,..,..,..,..,2.06446,..,..,1.95709,..,..,..,1.9079,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Costa Rica,CRI,..,..,..,1.7809,..,..,..,..,1.75075,..,..,1.32159,..,..,..,1.30165,..,..
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,Bolivia,BOL,..,..,..,1.44597,..,..,..,..,1.76729,..,..,1.99974,..,..,..,1.89509,..,..
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,Argentina,ARG,..,..,..,10.54887,..,..,..,..,9.67032,..,..,13.38947,..,..,..,12.56029,..,..
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,Colombia,COL,..,..,..,8.69109,..,..,..,..,8.52604,..,..,8.21967,..,..,..,8.06018,..,..
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,Costa Rica,CRI,..,..,..,7.44767,..,..,..,..,7.34189,..,..,5.6944,..,..,..,5.61794,..,..
"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,Bolivia,BOL,..,..,..,4.81248,..,..,..,..,5.8417,..,..,6.61925,..,..,..,6.3017,..,..
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Argentina,ARG,23.1,30.2,31.2,32.3,33.3,34.4,35.5,36.5,37.5,38.4,41.9,41.8,41.7,41.5,41.3,41,..,..
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Colombia,COL,24.1,29.9,30.8,31.8,32.9,34.1,35.5,36.9,38.4,39.9,50.8,51.8,52.8,53.6,54.4,55.3,..,..
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Costa Rica,CRI,32.7,40.3,41.5,42.8,44.1,45.6,47.2,48.8,50.6,52.3,65.1,66.3,67.4,68.3,69.3,70.2,..,..
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Bolivia,BOL,24.9,31.7,32.8,33.8,35,36.1,37.4,38.6,39.9,41.2,48.2,48.6,48.8,49,49.2,49.3,..,..
"Treatment for hypertension, female (% of female adults ages 30-79 with hypertension)",SH.HTN.TRET.FE.ZS,Argentina,ARG,27.1,36.1,37.4,38.7,40,41.4,42.8,44.2,45.5,46.6,50.2,49.9,49.5,49.1,48.6,48.1,..,..
"Treatment for hypertension, female (% of female adults ages 30-79 with hypertension)",SH.HTN.TRET.FE.ZS,Colombia,COL,31.3,38,39,40.1,41.4,42.8,44.3,45.9,47.6,49.2,60.4,61.2,62,62.7,63.3,63.9,..,..
"Treatment for hypertension, female (% of female adults ages 30-79 with hypertension)",SH.HTN.TRET.FE.ZS,Costa Rica,CRI,40.8,48.6,49.8,51.1,52.5,53.9,55.6,57.3,59,60.8,72.4,73.3,74.1,74.8,75.5,76.1,..,..
"Treatment for hypertension, female (% of female adults ages 30-79 with hypertension)",SH.HTN.TRET.FE.ZS,Bolivia,BOL,31.4,39.6,40.8,42.1,43.4,44.9,46.4,47.9,49.5,51.1,59.3,59.6,59.7,59.8,59.8,59.8,..,..
"Treatment for hypertension, male (% of male adults ages 30-79 with hypertension)",SH.HTN.TRET.MA.ZS,Argentina,ARG,19.4,24.9,25.7,26.4,27.2,28.1,28.9,29.7,30.4,31.2,34.8,35,35.1,35.2,35.2,35.3,..,..
"Treatment for hypertension, male (% of male adults ages 30-79 with hypertension)",SH.HTN.TRET.MA.ZS,Colombia,COL,16,21,21.8,22.7,23.6,24.7,25.8,27,28.2,29.5,40.1,41.3,42.5,43.5,44.6,45.6,..,..
"Treatment for hypertension, male (% of male adults ages 30-79 with hypertension)",SH.HTN.TRET.MA.ZS,Costa Rica,CRI,23.4,30.8,32,33.2,34.6,36,37.5,39.1,40.8,42.5,56.6,58.2,59.6,60.9,62.2,63.5,..,..
"Treatment for hypertension, male (% of male adults ages 30-79 with hypertension)",SH.HTN.TRET.MA.ZS,Bolivia,BOL,17.8,23.4,24.2,25.1,26,26.9,27.9,28.9,29.8,30.8,37.1,37.6,38.1,38.5,38.9,39.3,..,..
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Argentina,ARG,..,..,..,86,86,86,87,87,87,87,87,87,87,87,87,87,73,87
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Colombia,COL,..,..,..,81,81,81,81,81,81,81,80,81,81,81,81,80,69,65
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Costa Rica,CRI,..,..,..,80,80,80,80,79,79,79,79,79,79,79,79,79,69,65
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,Bolivia,BOL,..,..,..,64,67,66,65,65,66,62,62,60,60,60,60,60,49,53
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Argentina,ARG,..,..,..,2.4,2.3,2.4,2.2,2,2,1.9,1.5,1.5,1.6,1.4,1.5,1.4,1.5,1.8
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Colombia,COL,..,..,..,3.2,3.5,3.4,3.3,3.1,2.7,2.7,2.3,2.2,2.3,2.2,2.4,2.3,2.5,3.4
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Costa Rica,CRI,..,..,..,2,2,2,1.9,1.8,1.5,1.4,0.93,0.68,0.66,0.75,0.75,0.74,0.6,1.1
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Bolivia,BOL,..,..,..,29,27,25,23,21,20,19,12,12,11,11,11,10,11,15
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Argentina,ARG,..,..,..,47,61,58,66,57,46,55,52,47,54,57,54,47,46,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Colombia,COL,..,..,..,80,71,73,80,80,71,71,76,75,61,73,74,75,71,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Costa Rica,CRI,..,..,..,57,64,79,91,..,90,86,89,85,84,92,88,..,84,..
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,Bolivia,BOL,..,..,..,79,82,84,81,74,75,75,83,84,87,83,81,83,80,..
UHC service coverage index,SH.UHC.SRVS.CV.XD,Argentina,ARG,..,..,..,68,..,..,..,..,74,..,..,80,..,79,..,78,..,79
UHC service coverage index,SH.UHC.SRVS.CV.XD,Colombia,COL,..,..,..,52,..,..,..,..,63,..,..,78,..,80,..,80,..,80
UHC service coverage index,SH.UHC.SRVS.CV.XD,Costa Rica,CRI,..,..,..,66,..,..,..,..,70,..,..,77,..,81,..,82,..,81
UHC service coverage index,SH.UHC.SRVS.CV.XD,Bolivia,BOL,..,..,..,37,..,..,..,..,39,..,..,60,..,64,..,65,..,65
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Argentina,ARG,..,14.034,15.156,16.359,17.191,18.815,17.591,15.822,13.6,12.434,8.393,8.645,9.25,9.491,10.563,10.712,12.39,9.858
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Colombia,COL,..,18.35,23.784,25.153,19.464,20.07,18.716,18.082,15.933,14.439,11.051,10.873,11.229,11.53,11.817,12.773,19.071,18.169
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Costa Rica,CRI,..,7.575,7.934,6.641,7.391,7.752,7.998,8.29,9.32,8.36,10.515,10.375,10.202,9.743,11.442,14.117,21.25,20.118
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Bolivia,BOL,..,2.161,2.504,2.545,2.728,2.823,2.948,2.996,3.113,3.213,2.881,3.807,4.044,4.054,3.615,4,9.837,5.706
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Argentina,ARG,..,11.647,13.259,14.032,17.411,20.114,13.817,11.892,10.059,8.423,6.495,6.744,7.308,7.543,8.241,9.199,10.776,7.912
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Colombia,COL,..,12.742,17.58,17.413,12.06,12.608,11.049,10.747,9.13,8.65,6.733,6.379,6.792,6.882,7.106,7.894,12.25,10.923
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Costa Rica,CRI,..,4.231,4.886,4.324,5.141,5.574,5.789,5.403,5.029,4.265,7.16,7.127,6.798,6.479,7.448,8.506,13.195,11.715
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Bolivia,BOL,..,2.108,2.378,2.25,2.298,2.246,2.228,2.137,2.117,2.085,1.375,2.632,3.101,3.344,3.445,3.438,6.457,4.635
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Argentina,ARG,..,12.65,14.05,15,17.32,19.59,15.36,13.52,11.51,10.08,7.27,7.524,8.109,8.35,9.22,9.84,11.46,8.74
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Colombia,COL,..,15,20.06,20.52,15.04,15.63,14.19,13.72,11.87,10.963,8.57,8.3,8.69,8.87,9.11,9.96,15.04,13.9
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Costa Rica,CRI,..,5.33,5.9,5.08,5.92,6.33,6.56,6.39,6.57,5.74,8.5,8.42,8.09,7.73,9.01,10.81,16.43,15.14
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Bolivia,BOL,..,2.13,2.432,2.373,2.479,2.49,2.533,2.503,2.543,2.575,2.02,3.11,3.5,3.65,3.52,3.68,7.9,5.09
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.5418687936842,..
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,Colombia,COL,13.7,..,..,10,..,..,..,..,8.6,..,..,7,7.03743577813403,..,..,..,..,..
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.7,..,..,..
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,Bolivia,BOL,..,26.6,..,..,..,..,22.8,22.8255158352536,..,..,..,..,23.2,..,..,..,..,..
Urban population,SP.URB.TOTL,Argentina,ARG,28389540,32160222,32603604,33045629,33480950,33910889,34330154,34747780,35175563,35608120,38990109,39467043,39940546,40410674,40877099,41339571,41796990,42248949
Urban population,SP.URB.TOTL,Colombia,COL,22651774,27736608,28371575,29002337,29631013,30258416,30879897,31494420,32098047,32688341,37069292,37584580,38152200,38896985,39804944,40703994,41470292,42109638
Urban population,SP.URB.TOTL,Costa Rica,CRI,1579221,2188299,2268955,2349793,2448551,2545843,2642175,2738293,2834329,2930529,3678801,3762581,3844155,3923162,3999318,4071490,4137983,4196609
Urban population,SP.URB.TOTL,Bolivia,BOL,3943852,5033397,5170101,5309144,5449335,5588053,5728610,5871784,6017470,6167232,7428682,7584842,7741971,7899666,8058094,8217386,8369995,8513008
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Argentina,ARG,86.984,88.759,88.952,89.142,89.329,89.51,89.686,89.86,90.031,90.2,91.377,91.503,91.627,91.749,91.87,91.991,92.111,92.229
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Colombia,COL,69.481,73.098,73.53,73.957,74.379,74.797,75.211,75.62,76.024,76.423,79.415,79.764,80.108,80.446,80.778,81.104,81.425,81.74
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Costa Rica,CRI,50.003,57.264,58.157,59.052,60.41,61.753,63.08,64.388,65.672,66.935,75.941,76.862,77.735,78.56,79.34,80.076,80.771,81.425
Urban population (% of total population),SP.URB.TOTL.IN.ZS,Bolivia,BOL,55.577,60.739,61.264,61.787,62.306,62.783,63.248,63.711,64.17,64.628,68.047,68.393,68.738,69.08,69.425,69.773,70.123,70.475
Urban population growth (annual %),SP.URB.GROW,Argentina,ARG,1.88383110037878,1.37811535334639,1.36924871374482,1.34664689815167,1.30873169770709,1.27595518811745,1.22879210827292,1.20915917460343,1.22359234802314,1.22220931788621,1.2396386789085,1.21579706300955,1.19260291906809,1.17019595911431,1.14760215897919,1.12501972603644,1.10041505272326,1.07551503856124
Urban population growth (annual %),SP.URB.GROW,Colombia,COL,2.78554799559697,2.33273775348803,2.26346345587367,2.19886492761409,2.14451363772357,2.09528113345893,2.03310290004829,1.97049976240107,1.89847998807834,1.82232828200747,1.3938936179835,1.38049419178845,1.49895632750725,1.93333180225659,2.30743844872299,2.23350946308688,1.86510951561423,1.52993301358678
Urban population growth (annual %),SP.URB.GROW,Costa Rica,CRI,4.38615708967956,3.74802546130654,3.61948433733578,3.50078660942677,4.11691818523769,3.89654118540643,3.71406087288222,3.57322919534328,3.44704913035542,3.33777279453659,2.38181583713982,2.25182742083291,2.14486547932902,2.03441484263971,1.92258852809582,1.7885179241658,1.61994452252788,1.406834717935
Urban population growth (annual %),SP.URB.GROW,Bolivia,BOL,3.92076295836025,2.68960220642234,2.6797120033489,2.65383928729288,2.60629658958734,2.51373430779305,2.48419924420098,2.468558749287,2.450839930909,2.45832096863023,2.11603437654332,2.08033279661278,2.05045243494708,2.01641737518805,1.98565720285759,1.957510150086,1.84011335020015,1.69420595110603
